1262667392588	3.3506055	3.050958	8.62168	    4.5	257.375	79.625	0	2	1	com.android.ContextReader
1262667392611	3.3506055	3.050958	8.62168	    4.5	257.375	79.625	0	2	1	com.android.ContextReader
1262667392628	3.4595683	3.173541	8.172209	4.5	256.375	79.625	0	2	1	com.android.ContextReader
1262667392660	3.4595683	3.173541	8.172209	4.5	256.375	79.625	0	2	1	com.android.ContextReader
1262667392680	3.4595683	3.173541	8.172209	4.5	256.375	79.625	0	2	1	com.android.ContextReader
1262667392701	3.4595683	3.173541	8.172209	4.5	256.375	79.625	0	2	1	com.android.ContextReader
1262667392722	3.4595683	3.173541	8.172209	4.5	256.375	79.625	0	2	1	com.android.ContextReader
1262667392749	3.1190596	2.9419951	8.662541	4.75	257.875	80.5625	0	2	1	com.android.ContextReader
1262667392785	3.2416427	2.9419951	8.662541	4.75	257.875	80.5625	0	2	1	com.android.ContextReader
1262667392796	3.2416427	2.9419951	8.662541	4.75	257.875	80.5625	0	2	1	com.android.ContextReader
1262667392826	3.1871614	2.8875136	8.662541	3.75	257.875	81.5625	0	2	1	com.android.ContextReader
1262667392839	3.1871614	2.8875136	8.662541	3.75	257.875	81.5625	0	2	1	com.android.ContextReader
1262667392862	3.091819	2.7785509	8.499097	4.0	257.625	81.3125	0	2	1	com.android.ContextReader
1262667392892	3.091819	2.7785509	8.499097	4.0	257.625	81.3125	0	2	1	com.android.ContextReader
1262667392913	3.091819	2.7240696	8.499097	4.5	258.375	81.8125	0	2	1	com.android.ContextReader
1262667392933	3.0373375	2.7240696	8.662541	4.75	258.375	81.8125	0	2	1	com.android.ContextReader
1262667392950	3.0373375	2.7240696	8.662541	4.75	258.375	81.8125	0	2	1	com.android.ContextReader
1262667392976	3.0373375	2.7240696	8.662541	4.75	258.375	81.8125	0	2	1	com.android.ContextReader
1262667392998	3.0373375	2.73769	8.825985	4.25	258.375	81.3125	0	2	1	com.android.ContextReader
1262667393018	3.0373375	2.73769	8.825985	4.25	258.375	81.3125	0	2	1	com.android.ContextReader
1262667393038	3.0373375	2.73769	8.825985	4.25	258.375	81.3125	0	2	1	com.android.ContextReader
1262667393066	3.0373375	2.6832085	8.785124	4.0	257.875	81.3125	0	2	1	com.android.ContextReader
1262667393087	3.0373375	2.6832085	8.785124	4.0	257.875	81.3125	0	2	1	com.android.ContextReader
1262667393127	3.0373375	2.6832085	8.785124	4.0	257.875	81.3125	0	2	1	com.android.ContextReader
1262667393138	3.0373375	2.6832085	8.785124	4.0	257.875	81.3125	0	2	1	com.android.ContextReader
1262667393160	2.9283748	2.669588	8.730643	4.25	257.875	80.8125	0	2	1	com.android.ContextReader
1262667393182	2.9283748	2.6151068	8.730643	4.0	258.125	80.125	0	2	1	com.android.ContextReader
1262667393212	2.9283748	2.6151068	8.730643	4.0	258.125	80.125	0	2	1	com.android.ContextReader
1262667393233	2.9283748	2.5606253	8.730643	4.25	258.625	82.0625	0	2	1	com.android.ContextReader
1262667393254	2.9283748	2.465283	8.730643	5.3125	258.625	82.0625	0	2	1	com.android.ContextReader
1262667393274	2.9283748	2.465283	8.730643	5.3125	258.625	82.0625	0	2	1	com.android.ContextReader
1262667393305	2.8738933	2.465283	8.730643	5.0625	258.875	81.8125	0	2	1	com.android.ContextReader
1262667393316	2.8738933	2.3971813	8.730643	4.5	258.875	81.3125	0	2	1	com.android.ContextReader
1262667393346	2.8738933	2.3971813	8.730643	4.5	258.875	81.3125	0	2	1	com.android.ContextReader
1262667393357	2.8738933	2.3426998	8.730643	4.25	259.375	80.8125	0	2	1	com.android.ContextReader
1262667393392	2.8738933	2.233737	8.907707	3.75	257.625	80.125	0	2	1	com.android.ContextReader
1262667393557	2.8738933	2.1792557	8.962189	4.0	257.375	80.3125	0	2	1	com.android.ContextReader
1262667393587	2.8057916	2.083913	8.853226	3.0	258.125	80.3125	0	2	1	com.android.ContextReader
1262667393611	2.8057916	2.083913	8.853226	3.0	258.125	80.3125	0	2	1	com.android.ContextReader
1262667393635	2.8330324	2.0975335	8.962189	2.5	258.375	80.8125	0	2	1	com.android.ContextReader
1262667393666	2.8330324	2.0975335	8.962189	2.5	258.375	80.8125	0	2	1	com.android.ContextReader
1262667393678	2.7649305	1.9340894	8.853226	4.5	257.375	81.3125	0	2	1	com.android.ContextReader
1262667393710	2.7649305	1.9340894	8.853226	4.5	257.375	81.3125	0	2	1	com.android.ContextReader
1262667393722	2.7649305	1.9340894	8.853226	4.5	257.375	81.3125	0	2	1	com.android.ContextReader
1262667393747	2.6014864	1.9340894	8.676162	5.3125	258.375	80.125	0	2	1	com.android.ContextReader
1262667393777	2.6014864	1.9340894	8.676162	5.3125	258.375	80.125	0	2	1	com.android.ContextReader
1262667393789	2.4925237	1.9749504	8.62168	4.75	258.375	79.875	0	2	1	com.android.ContextReader
1262667393823	2.3290794	1.879608	9.071152	5.3125	257.875	81.0625	0	2	1	com.android.ContextReader
